source_file,source_site,name,price,ratings,reviews,url,power_w,diameter_m,rotor_radius_m,wind_speed_mps,power_coefficient
output/alibaba_products_wind_turbine.csv,alibaba,Nuuko Solar and Wind Hybrid Energy System 5kw Power Bank Solar Free Energy Generator Power Generation System,N/A,N/A,,https://www.alibaba.com/product-detail/Nuuko-Solar-and-wind-hybrid-energy_1601322431027.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,5kw 10kw 15kw 20kw Generator Vertical Wind Turbine Solar Panels Hybrid System,N/A,N/A,,https://www.alibaba.com/product-detail/5kw-10kw-15kw-20kw-Generator-Vertical_1601029991968.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,"DAH Solar 10kw Wind Turbine, 10000w Wind Energy Generator Permanent Magnet Alternator Hot Sale 20kw Hybrid Power System",N/A,N/A,,https://www.alibaba.com/product-detail/DAH-Solar-10kw-Wind-Turbine-10000w_1600591886072.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Vertical Axis Wind Turbine Generator 600W 1KW 5KW 10KW 24V/48V/96V/220V/380V 10 Year Warranty for Windmills,N/A,N/A,,https://www.alibaba.com/product-detail/Vertical-Axis-Wind-Turbine-Generator-600W_1601667621056.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Outdoor Energy Saving Charge Ip65 Hybrid Wind Turbine With Solar Street Light,N/A,N/A,,https://www.alibaba.com/product-detail/Outdoor-Energy-Saving-Charge-Ip65-Hybrid_1601308216277.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Wind Power Generation Equipment Solar Wind Hybrid System Renewable Energy Solution 300W Generator,N/A,N/A,,https://www.alibaba.com/product-detail/Wind-Power-Generation-Equipment_1601766259747.html,300.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,LYJW OEM Forged Customizable 42CrMo4 Wind Turbine Main Shaft with Custom Torque Capacity Customized Structure & Coatings,N/A,N/A,,https://www.alibaba.com/product-detail/LYJW-OEM-Forged-Customizable-42CrMo4-Wind_1601694002240.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,JINSUN 10-100kW Grid-Connected Hybrid Wind and Solar Power Generation System-8 for Commercial Building,N/A,N/A,,https://www.alibaba.com/product-detail/JINSUN-10-100kW-Grid-Connected-Hybrid_1601669205251.html,100000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,5KW 10KW 350rpm High Efficiency High Power Wind Turbine Hydro Turbine Generator PM Generator,N/A,N/A,,https://www.alibaba.com/product-detail/5KW-10KW-350rpm-High-efficiency-high_1601036993174.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Quality 90w Wind and Solar Wind Turbine Led Street Light With Wind,N/A,N/A,,https://www.alibaba.com/product-detail/High-quality-90w-wind-and-solar_1600755219435.html,90.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Factory Wind Turbine 900 Generator Vertical Axis Energy Generator Wind Turbine,N/A,N/A,,https://www.alibaba.com/product-detail/China-Factory-Wind-Turbine-900-Generator_1601270221965.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Chimney Mushroom Industrial Super Speed Strong Suction Wind Turbine Air Ventilation Roof Air Mounted Exhaust Fan,N/A,N/A,,https://www.alibaba.com/product-detail/Chimney-Mushroom-Industrial-Super-Speed-Strong_1600170726824.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Special 50kVA Power for Transformers for Solar Photovoltaic Panels Wind Turbines Other New Energy Equipment,N/A,N/A,,https://www.alibaba.com/product-detail/Special-50kVA-Power-for-Transformers-for_1601396988857.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Yangtze 6KW Wind Solar Hybrid Power System 2KW Wind Turbine,N/A,N/A,,https://www.alibaba.com/product-detail/Yangtze-6KW-wind-solar-hybrid-power_62435368996.html,6000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Stainless Steel Industrial No Power High Airflow Anti-Corrosion Roof Wind Turbine Ventilator,N/A,N/A,,https://www.alibaba.com/product-detail/Roof-Mounted-Wind-Turbine-Ventilator-Extractor_60467858138.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Excalibur 5KVA Magnet Generator Free Energy Wind Turbine Generator S6500DS-1,N/A,N/A,,https://www.alibaba.com/product-detail/Excalibur-5KVA-magnet-generator-free-energy_1600089707847.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Inverter Systems for Sale N-Type Solar Wind Turbine with WiFi Module Aluminum Alloy Frame High Efficiency Energy Conversion,N/A,N/A,,https://www.alibaba.com/product-detail/Inverter-Systems-For-Sale-Wifi-Module_1601633216986.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Wind Driven Turbine Exhaust Fan Stainless Steel Wind Turbine Ventilation Air Ventilation Roof Fan,N/A,N/A,,https://www.alibaba.com/product-detail/Wind-Driven-Turbine-Exhaust-Fan-stainless_1600981506877.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Custom 1.96m 2 Meter 5kw 3kw Vertical Axis Wind Turbine Blades Wind Turbine 8 Blades,N/A,N/A,,https://www.alibaba.com/product-detail/Custom-1-96m-2-meter-5kw_1600454771990.html,5000.00,96.000,48.000,12.00,0.001
output/alibaba_products_wind_turbine.csv,alibaba,High-Performance 400w 12/24v Wind Turbine Horizontal Axis HAWT Wind dynamo for House Use Hot Sale,N/A,N/A,,https://www.alibaba.com/product-detail/High-Performance-400w-12-24v-wind_1601247878970.html,400.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,20kw For Sale High Quality Aluminum Alloy Blades Roof Generator Windmill Vertical Axis,N/A,N/A,,https://www.alibaba.com/product-detail/20kw-For-Sale-High-Quality-Aluminum_1601496895611.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Environment Friendly Green Energy 30kw Lithium Battery Solar Wind Renewable System,N/A,N/A,,https://www.alibaba.com/product-detail/Environment-Friendly-Green-Energy-30kw-Lithium_1601640171490.html,30000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,HuiJue Vertical Axis Home Wind Turbine Generators Lithium Ion Battery 48V Output Efficient Solar Power System Customizable,N/A,N/A,,https://www.alibaba.com/product-detail/wind-and-solar-power-system-vertical_1600867471892.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,TONGLI N52 Coil Neodymium Magnet NdFeB Strong Permanent Rare Earth Material Industrial Application Generator Energy,N/A,N/A,,https://www.alibaba.com/product-detail/N52-Arc-Segment-Neodymium-Magnet-Strong_1601522596307.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Factory 2000w 12/24v Vertical Axis Wind Turbine Wind Energy Generator Home Cheap,N/A,N/A,,https://www.alibaba.com/product-detail/China-Factory-2000w-12-24v-Vertical_1601425209459.html,2000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,"Wind Turbine 5kw System, Stand Alone Wind Power Generation System, off Grid Single Phase Three Phase Generators",N/A,N/A,,https://www.alibaba.com/product-detail/wind-turbine-5kw-system-stand-alone_1600703406618.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Elege Wind Turbine 3kw 2kw 1kw 24V 48V Free Energy Low Rpm Wind Mill Windmill Generator Horizontal Axis,N/A,N/A,,https://www.alibaba.com/product-detail/5kw-wind-turbine-price-3kw-wind_1600545765075.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Manufacturer SV-type Vertical Axis Wind Turbine100w 300 W 500w 1000w 2000w 3000w 5000w Windmills,N/A,N/A,,https://www.alibaba.com/product-detail/China-Manufacturer-SV-type-Vertical-Axis_1601667494487.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,1kw 2kw 3kw 5kw 6kw 8kw 10kw Wind Generator Vertical Axis Wind Turbine With Solar System1200W,N/A,N/A,,https://www.alibaba.com/product-detail/1kw-2kw-3kw-5kw-6kw-8kw_1601294766153.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Wholesale Price 3MW Horizontal-Axis Wind Turbine System for Home Use Wind Power Station and Solar System Solar Supplier,N/A,N/A,,https://www.alibaba.com/product-detail/Wholesale-Price-wind-power-generation-system_1601346854047.html,3000000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Quality Low Price Wind Turbine 1200 High Efficient Small Wind Turbine Generator for Home Use,N/A,N/A,,https://www.alibaba.com/product-detail/High-Quality-Low-Price-Wind-Turbine_1601269404764.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,1KW 24V/48V Wind Power System Turbine Wind Turbine Small Wind /household Generator Price,N/A,N/A,,https://www.alibaba.com/product-detail/1KW-24V-48V-wind-power-system_1600500210826.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency Downwind Variable Pitch Wind Turbine 2kw,N/A,N/A,,https://www.alibaba.com/product-detail/High-Efficiency-Downwind-Variable-Pitch-Wind_1601174681716.html,2000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,H Type Wind Turbine 48v 1kw Wind Turbine Price Wind Turbine in Pakistan,N/A,N/A,,https://www.alibaba.com/product-detail/H-Type-Wind-Turbine-48v-1kw_1600802900920.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,10 Years Warranty 1-3KW Horizontal Wind Turbine H-Type Module 12m/s Rated Wind Speed 3m-50m Tower Height 12V/24V/48V/96V/120V,N/A,N/A,,https://www.alibaba.com/product-detail/10-Years-Warranty-1kw-2kw-3kw_1600870768543.html,3000.00,50.000,25.000,12.00,0.001
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency Wind Turbine 1mw with Wind Turbine Controller for Industrial,N/A,N/A,,https://www.alibaba.com/product-detail/High-efficiency-wind-turbine-1mw-with_1600681811736.html,1000000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,1kw 3kw 5kw 10kw 20kw High Efficiency and Attractive Vertical Wind Turbine with Low Operating Noise Vawt,N/A,N/A,,https://www.alibaba.com/product-detail/1kw-3kw-5kw-10kw-20kw-High_11000009878776.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency Customized Color 1kw 24v 48v Wind Turbine Vertical Axis Wind Turbine for Farm Use Remote Areas,N/A,N/A,,https://www.alibaba.com/product-detail/High-Efficiency-Customized-Color-1kw-24v_1601659533258.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Hot Sale 10kw Wind Turbine Residential Wind Power 10000 Watt Wind Generator for Farm,N/A,N/A,,https://www.alibaba.com/product-detail/Hot-Sale-10kw-Wind-Turbine-Residential_1601784366005.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,"Practical Wind Turbine, Economic 3-blade Wind and Solar Hybrid System, 500kw, 550kw",N/A,N/A,,https://www.alibaba.com/product-detail/Real-Power-Wind-Turbine-Economy-3_1601102522072.html,550000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,CANARD Ca315 5kw Stand-Alone Grid Wind Power Generation System 6m Rotor Diameter 2.8m/s Start Speed 48V-380V Output Single/Three,N/A,N/A,,https://www.alibaba.com/product-detail/Wind-Turbine-5kw-System-Stand-Alone_1601583880279.html,5000.00,6.000,3.000,2.80,13.152
output/alibaba_products_wind_turbine.csv,alibaba,In Stock in Overseas Warehouses SM3-1500W Horizontal Axis Wind Turbine with High Energy Efficiency,N/A,N/A,,https://www.alibaba.com/product-detail/In-stock-in-overseas-warehouses-SM3_1600986478648.html,1500.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,3KW-8KW Wind Turbine Generator Low Cut-in Wind Speed Windmill for Home Hybrid Solar & Power Generation System,N/A,N/A,,https://www.alibaba.com/product-detail/3KW-8KW-Wind-Turbine-Generator-Low_1601720395682.html,8000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Factory 10Kw Wind Turbine Kits 1kw 2kw 3kw 5kw Vertical Axis Wind Generator Off Grid Windmill 48v,N/A,N/A,,https://www.alibaba.com/product-detail/China-Factory-10Kw-Wind-Turbine-Kits_1600843120257.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Quality X Type Axis Vertical Wind Turbine 20KW 5KW 10KW 220V Output Eco-Friendly,N/A,N/A,,https://www.alibaba.com/product-detail/X-Type-High-Quality-Environmental-Protection_1601406242047.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,600W 1kw 1200w 3kw 5kw 10kw 20kw High Efficiency and Attractive Vertical Wind with Low Operating Noise Vawt,N/A,N/A,,https://www.alibaba.com/product-detail/600W-1kw-3kw-5kw-10kw-20kw_1601043154700.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High-Performance 400w 12/24v wind turbine horizontal axis HAWT wind dynamo for house use,N/A,N/A,,https://www.alibaba.com/product-detail/High-Performance-400w-12-24v-wind_1601351877370.html,400.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Factory Price Horizontal Wind Turbine 1kw 5kw 10kw Three-phase Permanent Magnet Synchronous Generator High Power Output 5.4m,N/A,N/A,,https://www.alibaba.com/product-detail/Factory-Price-Wind-Turbine-1kw-5kw_1601009816216.html,10000.00,5.400,2.700,12.00,0.413
output/alibaba_products_wind_turbine.csv,alibaba,Ce Approved Wind Turbine 1KW Wind Turbine/Wind Generator 1000w Vertical Axis,N/A,N/A,,https://www.alibaba.com/product-detail/Ce-Approved-Wind-Turbine-10kw-5kw_1600217141753.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,400W Vertical Axis Wind Turbine for Sale 12/24V Small Wind Turbine Generator Reinforced Blades Spiral Shape,N/A,N/A,,https://www.alibaba.com/product-detail/400W-Vertical-Axis-Wind-Turbine-for_62256322238.html,400.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Hot Sale High Quality 10KW Horizontal Axis Wind Turbine with off Grid and on Grid System,N/A,N/A,,https://www.alibaba.com/product-detail/Hot-Sale-High-Quality-10KW-Horizontal_1601659039573.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,3kW Wind Turbine Generator High Power Wind Generators,N/A,N/A,,https://www.alibaba.com/product-detail/3kW-Wind-Turbine-Generator-High-Power_1601429373488.html,3000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Most Popular 30KW Variable Pitch Wind Turbine Small Wind Generator for Farm Factory Use,N/A,N/A,,https://www.alibaba.com/product-detail/Most-Popular-30KW-Variable-Pitch-Wind_60389435047.html,30000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,X-20kw High Efficiency Mini Vertical Axis Wind Turbine IP54 Protection Glass Fiber Blades 4m Rotor Diameter Unique Shockproof,N/A,N/A,,https://www.alibaba.com/product-detail/X-20kw-X-20kw-Wind-Generators_1601777541329.html,20000.00,4.000,2.000,12.00,1.504
output/alibaba_products_wind_turbine.csv,alibaba,100kW Wind Turbine Long Service Life for Large Farm Business Site,N/A,N/A,,https://www.alibaba.com/product-detail/100kW-Wind-Turbine-Long-Service-Life_1601740611152.html,100000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Manufacturer 10kw VAWT Windmill Wind Turbine Price Vertical Axis,N/A,N/A,,https://www.alibaba.com/product-detail/Manufacturer-10kw-VAWT-Windmill-Wind-Turbine_1600082988477.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,5KW 10KW Wind Turbine Prices for Home Electric Generating Windmills System,N/A,N/A,,https://www.alibaba.com/product-detail/5KW-10KW-wind-turbine-prices-for_60814342281.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Prices Hybrid Wind Turbine 30Kw With High Quality,N/A,N/A,,https://www.alibaba.com/product-detail/Prices-Hybrid-Wind-Turbine-300Kw-With_1601167190493.html,300000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Spiral Type Wind Turbine ZT810005,N/A,N/A,,https://www.alibaba.com/product-detail/Spiral-type-wind-turbine-ZT810005_1600814409124.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Factory Wholesale Maintenance Free Easy Installation Low Price Vertical Axis Wind 10kw,N/A,N/A,,https://www.alibaba.com/product-detail/Factory-Wholesale-Maintenance-Free-Easy-Installation_1601754657087.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Tanfon 8kw 3kw 30kw 50kw 100kw 200kw 1kw Vertical Axis Wind Turbine 10kw Wind 1kw Wing,N/A,N/A,,https://www.alibaba.com/product-detail/Tanfon-8kw-3kw-30kw-50kw-100kw_62343405813.html,200000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency 1Kw Wind Turbine Custom Small Wind Turbine,N/A,N/A,,https://www.alibaba.com/product-detail/High-Efficiency-1Kw-Wind-Turbine-Custom_1601727681053.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Small Vertical Axis Wind Turbine 100w 12v/24v,N/A,N/A,,https://www.alibaba.com/product-detail/small-vertical-axis-wind-turbine-100w_1600206176662.html,100.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Factory 2000w 12/24v Vertical Axis Wind Turbine Wind Energy Generator Home Cheap,N/A,N/A,,https://www.alibaba.com/product-detail/China-Factory-2000w-12-24v-Vertical_1601635864014.html,2000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Horizontal Wind Turbine 1MW 2MW 3MW Wind Turbine Best Wind Power Generation System,N/A,N/A,,https://www.alibaba.com/product-detail/Horizontal-wind-turbine-1MW-2MW-3MW_1600736646144.html,3000000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,1000W 3KW Alternative Energy Generators Wind Turbine Price Wind Generator for Home,N/A,N/A,,https://www.alibaba.com/product-detail/1000W-3KW-Alternative-Energy-Generators-Wind_11000004521765.html,3000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Factory Direct Sale Low Rpm Wind Turbine Low Speed 15kw Wind Turbine Price,N/A,N/A,,https://www.alibaba.com/product-detail/Factory-direct-sale-low-rpm-wind_1600200018254.html,15000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,"3KW 5KW 10KW 15KW 30KW High Power Wind Turbine, Horizontal Axis Wind Turbine Manufacturers, Efficient Generators",N/A,N/A,,https://www.alibaba.com/product-detail/3KW-5KW-10KW-15KW-30KW-High_1601596677595.html,30000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,China Factory 500w to 1200w Vertical Axis Wind Turbine Wind Turbines for Sale Price 3kw,N/A,N/A,,https://www.alibaba.com/product-detail/China-Factory-500w-to-1200w-vertical_1601075787459.html,3000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Quality Low Price Vertical Wind Turbines Low Noise Vertical Axis Wind 1600,N/A,N/A,,https://www.alibaba.com/product-detail/High-Quality-Low-Price-Vertical-Wind_1601273035643.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Alibaba Certified Custom Ndfeb Neodymium Magnets N30-N52 Grades Permanent Magnet with Free Samples,N/A,N/A,,https://www.alibaba.com/product-detail/Alibaba-Certified-15-Years-Magnet-Factory_1601728742414.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency 1kw 220v Wind Turbine CE Certified Customized Start Wind Speed for Commercial Use,N/A,N/A,,https://www.alibaba.com/product-detail/High-Efficiency-1kw-220v-Wind-Turbine_1601659492529.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,5Kva Wind Turbine China Factory Wind Turbine and Electronics for Wind Turbine Price 24V 48V 2000W 220v 96v 120v,N/A,N/A,,https://www.alibaba.com/product-detail/5Kva-Wind-Turbine-China-factory-wind_1601159821646.html,2000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,5kw Stand-Alone Wind Power Generation System Single and Three Phase Wind Generators for Grid,N/A,N/A,,https://www.alibaba.com/product-detail/Wind-Turbine-5kw-System-Stand-Alone_1601587047756.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Luvorb High Power HAWT Wind Turbine Wind Solar Hybrid 5KW 7W 10KW Wind for Home 96v for Commercial Use,N/A,N/A,,https://www.alibaba.com/product-detail/Luvorb-High-Power-HAWT-Wind-Turbine_1601689759845.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Good Quality Horizontal 10 kw Wind Turbine 10kw Wind Turbine Generator,N/A,N/A,,https://www.alibaba.com/product-detail/Good-Quality-Horizontal-10-kw-wind_60813787427.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Wholesale Price 2.5MW Horizontal-Axis Wind Turbine System for Home Power Generation Power Station Solar System,N/A,N/A,,https://www.alibaba.com/product-detail/Wholesale-Price-wind-power-generation-system_1601346749825.html,2500000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,High Efficiency 5KW Wind Turbine Price System Wind Turbine 5kw for Home,N/A,N/A,,https://www.alibaba.com/product-detail/High-Efficiency-5KW-Wind-Turbine-Price_1601168390571.html,5000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Manufacturer Direct Supply Poland/Spain/Russia/USA Warehouse Good Price Vertical Axis,N/A,N/A,,https://www.alibaba.com/product-detail/Manufacturer-Direct-Supply-Poland-Spain-Russia_1600438159167.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Wholesale Price 400W 12v 3 Bladed Wind Generation Wind Turbine With Controller,N/A,N/A,,https://www.alibaba.com/product-detail/Wholesale-Price-400W-12v-3-Bladed_1601525943896.html,400.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Good Quality 1kw Vertical Axis Wind Turbine for Sale,N/A,N/A,,https://www.alibaba.com/product-detail/good-quality-1kw-vertical-axis-wind_60565926181.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Small 1kw 48v Wind Turbine Hotsale,N/A,N/A,,https://www.alibaba.com/product-detail/small-1kw-48v-wind-turbine-hotsale_1601053752060.html,1000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,10m/s Rated Wind Speed 5kw Off Grid Wind Power System Horizontal Axis Wind Turbine,N/A,N/A,,https://www.alibaba.com/product-detail/10m-s-Rated-Wind-Speed-5kw_1601749050248.html,5000.00,10.000,5.000,10.00,0.104
output/alibaba_products_wind_turbine.csv,alibaba,20kw Vertical Axis Wind Turbine for Sale High Quality Aluminum Alloy Blades Generator Windmill,N/A,N/A,,https://www.alibaba.com/product-detail/20kw-Vertical-Axis-Wind-Turbine-for_1601754357998.html,20000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,"ESG Factory Good Quality Wind Turbine Alternative Energy Generators 5Kw, 10kw Solar Hybrid Power System Generator",N/A,N/A,,https://www.alibaba.com/product-detail/ESG-Factory-Good-Quality-Wind-Turbine_1600825063203.html,10000.00,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,WREN China Alibaba Supplier 360° Swivel Anti-Reverse 3ATWS-Series Solid Square Drive Hydraulic Torque Wrench for,N/A,N/A,,https://www.alibaba.com/product-detail/China-Alibaba-Supplier-Orange-Yellow-Anti_1601334763152.html,,,,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Customization New Energy Wind Turbine Generator with 12V/24V/48V Output 3/5 Blades 2000-9000mm Rotor Diameter ISO9001 Certified,N/A,N/A,,https://www.alibaba.com/product-detail/Customization-New-Energy-wind-generator-With_1601332884724.html,,9.000,4.500,12.00,
output/alibaba_products_wind_turbine.csv,alibaba,Spiral Wind Turbine 10 kw Wind Turbine Generator,N/A,N/A,,https://www.alibaba.com/product-detail/spiral-wind-turbine-10-kw-wind_1600763396181.html,10000.00,,,12.00,
