product_name,product_name_raw,product_name_normalized,price_raw,price_value,currency,energy_category,energy_subcategory,source_site,source_file,url,ratings,reviews,price_note,rejection_reason
Small Micro Hydropower Plants Hydro Turbine Water Generator for Sale,Small Micro Hydropower Plants Hydro Turbine Water Generator for Sale,small micro hydropower plants hydro turbine water generator for sale,US $410.00-$600.00,505.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Small-Micro-Hydropower-Plants-Hydro-Turbine_1601665321844.html,4.0/5.0,,range median,
5KW Micro Hydro Generator for Home Use 220V Rated Mini Pelton Turbine for Water Power Generation,5KW Micro Hydro Generator for Home Use 220V Rated Mini Pelton Turbine for Water Power Generation,5kw micro hydro generator for home use 220v rated mini pelton turbine for water power generation,US $2340.38,2340.38,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Micro-Hydro-Generator-5KW-Pelton-Turbine_1601439060194.html,5.0/5.0,,,
DB-268 12V Micro Hydro Generator 1/2 Inch Portable Water Turbine Hydropower Energy Harvesting for Pipeline,DB-268 12V Micro Hydro Generator 1/2 Inch Portable Water Turbine Hydropower Energy Harvesting for Pipeline,db-268 12v micro hydro generator 1 2 inch portable water turbine hydropower energy harvesting for pipeline,US $3.00-$4.18,3.59,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/DB-268-12V-Micro-Hydro-Generator_1601761929210.html,4.5/5.0 (27),,range median,
Low RPM 3 Phase PMG 5000 Watt 5KW Micro Hydro Turbine Generator with Cheap Price,Low RPM 3 Phase PMG 5000 Watt 5KW Micro Hydro Turbine Generator with Cheap Price,low rpm 3 phase pmg 5000 watt 5kw micro hydro turbine generator with cheap price,US $500.00-$1200.00,850.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/low-RPM-3-phase-PMG-5000_60829857009.html,4.8/5.0 (22),,range median,
Hot Selling 1kw 3kw 5kw Water Turbine Micro Water Turbine Hydro Power Electricity Generator,Hot Selling 1kw 3kw 5kw Water Turbine Micro Water Turbine Hydro Power Electricity Generator,hot selling 1kw 3kw 5kw water turbine micro water turbine hydro power electricity generator,US $430.00,430.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hot-selling-1kw-3kw-5kw-water_1601267916837.html,4.7/5.0 (20),,,
New Design Hydro Electric Power Generator 7kw 10kw 20kw Micro Hydro Water Turbine Generator/,New Design Hydro Electric Power Generator 7kw 10kw 20kw Micro Hydro Water Turbine Generator/,new design hydro electric power generator 7kw 10kw 20kw micro hydro water turbine generator,US $730.00-$750.00,740.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/New-Design-Hydro-Electric-Power-Generator_1601279538339.html,5.0/5.0,,range median,
Complete Turbo NH/NT855 NT495 NT743 NTA855 Turbocharger T46 3026924 3018067 Micro Hydro,Complete Turbo NH/NT855 NT495 NT743 NTA855 Turbocharger T46 3026924 3018067 Micro Hydro,complete turbo nh nt855 nt495 nt743 nta855 turbocharger t46 3026924 3018067 micro hydro,US $85.00-$115.00,100.0,USD,hydro,,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Complete-Turbo-NH-NT855-NT495-NT743_1600700103086.html,4.5/5.0 (23),,range median,
Outdoor Emergency Portable Micro Hydro Turbine Generator Dual USB Output for Photo/LED 100W Generator DC12V for Battery,Outdoor Emergency Portable Micro Hydro Turbine Generator Dual USB Output for Photo/LED 100W Generator DC12V for Battery,outdoor emergency portable micro hydro turbine generator dual usb output for photo led 100w generator dc12v for battery,US $160.00,160.0,USD,solar,battery,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Outdoor-emergency-portable-micro-hydro-turbine_1600859063987.html,5.0/5.0,,,
DIY Micro Hydro Generator 80V/12V/5V10W DC water flow generator turbine generator hydroelectric Tap Water Flow Hydraulic,DIY Micro Hydro Generator 80V/12V/5V10W DC water flow generator turbine generator hydroelectric Tap Water Flow Hydraulic,diy micro hydro generator 80v 12v 5v10w dc water flow generator turbine generator hydroelectric tap water flow hydraulic,US $5.97-$7.28,6.625,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/DIY-Micro-Hydro-Generator-80V-12V_1600590146198.html,4.7/5.0 (42),,range median,
DC12V Micro Hydro Turbine Generator Hydraulic Water Charging for LED Light Mini Battery,DC12V Micro Hydro Turbine Generator Hydraulic Water Charging for LED Light Mini Battery,dc12v micro hydro turbine generator hydraulic water charging for led light mini battery,US $4.21-$4.40,4.305,USD,solar,battery,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/DC12V-Micro-Hydro-Turbine-Generator-Hydraulic_1601607910556.html,4.9/5.0 (183),,range median,
Francis Equipment 5MW Hydro Power Turbine Generator Micro Power Plant High-Efficiency Hydro Generator ISO CE TUV Certified,Francis Equipment 5MW Hydro Power Turbine Generator Micro Power Plant High-Efficiency Hydro Generator ISO CE TUV Certified,francis equipment 5mw hydro power turbine generator micro power plant high-efficiency hydro generator iso ce tuv certified,US $23333.00,23333.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Francis-Equipment-5MW-Hydro-Power-Turbine_1601601154364.html,,,,
3kw 5kw 8kw 10kw 15kw Factory Price Small Water Turbine Micro Water Turbine Generator,3kw 5kw 8kw 10kw 15kw Factory Price Small Water Turbine Micro Water Turbine Generator,3kw 5kw 8kw 10kw 15kw factory price small water turbine micro water turbine generator,US $1380.00,1380.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/3kw-5kw-8kw-10kw-15kw-Factory_1601651474053.html,,,,
10KW 20 KW 30KW Small River Hydro Power Turbine Kit for Home,10KW 20 KW 30KW Small River Hydro Power Turbine Kit for Home,10kw 20 kw 30kw small river hydro power turbine kit for home,US $1000.00-$8000.00,4500.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/10KW-20-KW-30KW-Small-River_1600980510604.html,5.0/5.0,,range median,
5V/12V/80V Micro-hydro Direct Current Water Generator Flow Pump Turbines Hydroelectric Power Energy Generator,5V/12V/80V Micro-hydro Direct Current Water Generator Flow Pump Turbines Hydroelectric Power Energy Generator,5v 12v 80v micro-hydro direct current water generator flow pump turbines hydroelectric power energy generator,US $3.80-$4.88,4.34,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/5V-12V-80V-Micro-hydro-Direct_1601433168922.html,4.9/5.0 (22),,range median,
3kw Micro Hydropower Plants Hydro Turbine Water Generator,3kw Micro Hydropower Plants Hydro Turbine Water Generator,3kw micro hydropower plants hydro turbine water generator,US $550.00-$650.00,600.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/3kw-Micro-Hydropower-Plants-Hydro-Turbine_1600467823055.html,5.0/5.0,,range median,
Hydro Generator 600W-5KW 220V Water Micro Hydro Generator China Factory Micro Hydro Generator,Hydro Generator 600W-5KW 220V Water Micro Hydro Generator China Factory Micro Hydro Generator,hydro generator 600w-5kw 220v water micro hydro generator china factory micro hydro generator,US $297.00,297.0,USD,wind,generator,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hydro-Generator-600W-5KW-220V-Water_1601420187137.html,5.0/5.0,,,
Forster ZD760-LM Mini 10KW Customizable Micro Hydro Generator with Low He 3-12m Kaplan Turbine 0.51-0.93 m/s Flow 400V,Forster ZD760-LM Mini 10KW Customizable Micro Hydro Generator with Low Head 3-12m Kaplan Turbine 0.51-0.93 m/s Flow 400V,forster zd760-lm mini 10kw customizable micro hydro generator with low he 3-12m kaplan turbine 0 51-0 93 m s flow 400v,US $1350.00,1350.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Low-Head-3-12m-Mini-5kw_60504134461.html,4.8/5.0,,,
Micro Hydro Generator 5KW Mini Hydro Power Turbine for Hydro Turbine Power Station,Micro Hydro Generator 5KW Mini Hydro Power Turbine for Hydro Turbine Power Station,micro hydro generator 5kw mini hydro power turbine for hydro turbine power station,US $239.00-$1099.00,669.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Micro-Hydro-Generator-5KW-Mini-Hydro_1600685549319.html,4.6/5.0 (69),,range median,
8kw Brushless Induction Hydro Turbine Generator Micro Hydro Turbine Generator Home Use Water Power,8kw Brushless Induction Hydro Turbine Generator Micro Hydro Turbine Generator Home Use Water Power,8kw brushless induction hydro turbine generator micro hydro turbine generator home use water power,US $5500.00-$5700.00,5600.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/8kw-brushless-induction-hydro-turbine-generator_1600918491678.html,4.3/5.0 (107),,range median,
DTEC Water Turbine and 60Hz Micro Hydro Generator for Mini Hydro Power Plant,DTEC Water Turbine and 60Hz Micro Hydro Generator for Mini Hydro Power Plant,dtec water turbine and 60hz micro hydro generator for mini hydro power plant,US $1000.00-$5000.00,3000.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/DTEC-Water-Turbine-and-60Hz-Micro_1600062442715.html,,,range median,
DB-168 Micro Hydro Generator DC5V Micro Water Turbine for Battery Charging Hydroelectric Power G1/2 Male Thre 150mA Sensor,DB-168 Micro Hydro Generator DC5V Micro Water Turbine for Battery Charging Hydroelectric Power G1/2 Male Thread 150mA Sensor,db-168 micro hydro generator dc5v micro water turbine for battery charging hydroelectric power g1 2 male thre 150ma sensor,US $2.50-$3.50,3.0,USD,solar,battery,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/DB-168-DC5V-Micro-Water-Turbine_1600556119965.html,4.8/5.0 (110),,range median,
Hot Selling 1kw 3kw 5kw Water Turbine Micro Water Turbine Hydro Power Electricity Generator,Hot Selling 1kw 3kw 5kw Water Turbine Micro Water Turbine Hydro Power Electricity Generator,hot selling 1kw 3kw 5kw water turbine micro water turbine hydro power electricity generator,US $195.00-$268.00,231.5,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hot-Selling-1kw-3kw-5kw-Water_1601393579295.html,4.5/5.0 (15),,range median,
1Kw - 5Kw Axial Flow Micro Hydro Generator Water Turbine With CE Certificate,1Kw - 5Kw Axial Flow Micro Hydro Generator Water Turbine With CE Certificate,1kw - 5kw axial flow micro hydro generator water turbine with ce certificate,US $368.00-$1137.00,752.5,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/1Kw-5Kw-Axial-Flow-Micro-Hydro_1601378400689.html,4.2/5.0 (11),,range median,
Hydro Generator Micro Hydro Generator Low He 600w 800w 500w Micro Hydro Generator 1kw 2kw 3kw 4kw 220v,Hydro Generator Micro Hydro Generator Low Head 600w 800w 500w Micro Hydro Generator 1kw 2kw 3kw 4kw 220v,hydro generator micro hydro generator low he 600w 800w 500w micro hydro generator 1kw 2kw 3kw 4kw 220v,US $1250.00-$1380.00,1315.0,USD,wind,generator,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hydro-Generator-Micro-Hydro-Generator-Low_1601566919494.html,,,range median,
3kw 5kw 10kw 20kw 30kw 40kw 50kw 100kw 500 kw 600kw Micro Hydro Generator Water Turbine,3kw 5kw 10kw 20kw 30kw 40kw 50kw 100kw 500 kw 600kw Micro Hydro Generator Water Turbine,3kw 5kw 10kw 20kw 30kw 40kw 50kw 100kw 500 kw 600kw micro hydro generator water turbine,US $10999.00-$15999.00,13499.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/3kw-5kw-10kw-20kw-30kw-40kw_1601677185778.html,,,range median,
Cs TH AC 0-20V Three Phase Micro Hydro Generator Hydroelectric Water Turbine New,Cs TH AC 0-20V Three Phase Micro Hydro Generator Hydroelectric Water Turbine New,cs th ac 0-20v three phase micro hydro generator hydroelectric water turbine new,US $7.00,7.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/AC-0-20V-Three-Phase-Micro_1600847205081.html,4.5/5.0 (52),,,
RUIFA WSJLS-21 Water Turbine 50KW Power Horizontal Run-of-river Hydroelectric Micro Hydro Generator 480V/380V 0.06-0.22 m/s,RUIFA WSJLS-21 Water Turbine 50KW Power Horizontal Run-of-river Hydroelectric Micro Hydro Generator 480V/380V 0.06-0.22 m/s,ruifa wsjls-21 water turbine 50kw power horizontal run-of-river hydroelectric micro hydro generator 480v 380v 0 06-0 22 m s,US $19643.00,19643.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Water-Turbine-50KW-Power-Horizontal-Run_1601638457949.html,5.0/5.0,,,
Hydroelectric Alternator Water Turbine Price / Mini Hydro Turbine / Micro Hydro Generator for Sale,Hydroelectric Alternator Water Turbine Price / Mini Hydro Turbine / Micro Hydro Generator for Sale,hydroelectric alternator water turbine price mini hydro turbine micro hydro generator for sale,US $10000.00-$50000.00,30000.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hydroelectric-alternator-Water-Turbine-Price-Mini_60811238915.html,,,range median,
Hand Generator Pelton Turbine Hydro Turbine Generator 30kW 220v 380v Micro Hydro Electric Generator Standby,Hand Generator Pelton Turbine Hydro Turbine Generator 30kW 220v 380v Micro Hydro Electric Generator Standby,hand generator pelton turbine hydro turbine generator 30kw 220v 380v micro hydro electric generator standby,US $5000.00,5000.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/hand-generator-pelton-turbine-hydro-turbine_1601317777352.html,4.7/5.0 (20),,,
"2025 5000w 5kw Micro Mini Turbine Hydro Generator,hydro Electric Turbine Generator,hydro Power Generator","2025 5000w 5kw Micro Mini Turbine Hydro Generator,hydro Electric Turbine Generator,hydro Power Generator",2025 5000w 5kw micro mini turbine hydro generator hydro electric turbine generator hydro power generator,US $992.00,992.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/2025-5000w-5kw-Micro-Mini-Turbine_1601511458509.html,4.6/5.0 (101),,,
30kw Free Energy Micro Hydro Generator with Water Turbine for Renewable Energy Use in Rivers,30kw Free Energy Micro Hydro Generator with Water Turbine for Renewable Energy Use in Rivers,30kw free energy micro hydro generator with water turbine for renewable energy use in rivers,US $3266.00,3266.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/30kw-Free-Energy-Micro-Hydro-Generator_1601733826997.html,,,,
100Kw Low Rpm Micro Hydro Power Generator Water Turbine Home,100Kw Low Rpm Micro Hydro Power Generator Water Turbine Home,100kw low rpm micro hydro power generator water turbine home,US $2999.00-$19999.00,11499.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/100Kw-Low-Rpm-Micro-Hydro-Power_1600128771687.html,4.9/5.0 (14),,range median,
Thre Connection Micro Hydro Turbines For Sale Turbine Flowmeter,Thread Connection Micro Hydro Turbines For Sale Turbine Flowmeter,thre connection micro hydro turbines for sale turbine flowmeter,US $160.00-$220.00,190.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Thread-Connection-Micro-Hydro-Turbines-For_1601385310216.html,5.0/5.0,,range median,
Hydro Turbine Generators for Mini/Medium Hydropower Plant,Hydro Turbine Generators for Mini/Medium Hydropower Plant,hydro turbine generators for mini medium hydropower plant,US $1000.00-$1200.00,1100.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/Hydro-Turbine-Generators-for-Mini-Medium_1600516191057.html,5.0/5.0,,range median,
120KW Micro Hydro Generator Water Turbine Generator for Renewable Energy Projects,120KW Micro Hydro Generator Water Turbine Generator for Renewable Energy Projects,120kw micro hydro generator water turbine generator for renewable energy projects,US $2850.00,2850.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/120KW-Micro-Hydro-Generator-Water-Turbine_1601702753190.html,4.8/5.0 (10),,,
5kw Micro Turgo Turbine Generator Water Turbine Hydro Turbine 800w,5kw Micro Turgo Turbine Generator Water Turbine Hydro Turbine 800w,5kw micro turgo turbine generator water turbine hydro turbine 800w,US $219.00-$259.00,239.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/5kw-Micro-Turgo-Turbine-Generator-water_1600898500424.html,4.6/5.0 (67),,range median,
High Conversion Rate 5kw Turgo Micro Hydro Power Turbine,High Conversion Rate 5kw Turgo Micro Hydro Power Turbine,high conversion rate 5kw turgo micro hydro power turbine,US $800.00-$1200.00,1000.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/High-Conversion-Rate-5kw-Turgo-Micro_1601363940445.html,,,range median,
Low RPM 3 Phase PMG 5000 Watt 5KW Micro Hydro Turbine Generator With Cheap Price,Low RPM 3 Phase PMG 5000 Watt 5KW Micro Hydro Turbine Generator With Cheap Price,low rpm 3 phase pmg 5000 watt 5kw micro hydro turbine generator with cheap price,US $2100.00,2100.0,USD,wind,turbine,alibaba,alibaba_products_hydropower.csv,https://www.alibaba.com/product-detail/low-RPM-3-phase-PMG-5000_60556751069.html,4.8/5.0 (22),,,
